,title + dj,set_title,set_list,artist,song,spotify_song_name,spotify_id,preview,songs,set_title_split,dj_id,song_id,size,total plays,,In input,in og set
181884," - Gilles Peterson, Anderson .Paak - Gilles Peterson Worldwide 117"," - Gilles Peterson, Anderson .Paak - Gilles Peterson Worldwide",Anderson .Paak - King James,Anderson .Paak,King James,King James,5ri4b7YQp2PWn8tl3MRYgE,https://p.scdn.co/mp3-preview/2f2b10f98935f3796eb095fdbb368f23faed2aee?cid=461b02dc885841c0a798981c336f46f0,King James, Anderson .Paak,117,72795,1,4,117 72795,No,Yes
202787," - Gilles Peterson, Anderson .Paak - Gilles Peterson Worldwide 117"," - Gilles Peterson, Anderson .Paak - Gilles Peterson Worldwide",Pharoah Sanders - Let Us Go Into The House Of The Lord,Pharoah Sanders,Let Us Go Into The House Of The Lord,Let Us Go Into The House Of The Lord,4b4S29vRb9P7xnSzaF2Twi,,Let Us Go Into The House Of The Lord, Anderson .Paak,117,53627,1,2,117 53627,No,Yes
188103," - Gilles Peterson, Anderson .Paak - Gilles Peterson Worldwide 117"," - Gilles Peterson, Anderson .Paak - Gilles Peterson Worldwide",Anderson .Paak Feat. Smokey Robinson - Make It Better,Anderson .Paak Feat. Smokey Robinson,Make It Better,Make It Better (feat. Smokey Robinson),4SBVWkRIMJ6WBCYPvr5Bwr,https://p.scdn.co/mp3-preview/f9f09c5767da9a1df32dc2611e83ab911dacf081?cid=461b02dc885841c0a798981c336f46f0,Make It Better, Anderson .Paak,117,60663,1,3,117 60663,No,Yes
202818," - Gilles Peterson, Anderson .Paak - Gilles Peterson Worldwide 117"," - Gilles Peterson, Anderson .Paak - Gilles Peterson Worldwide",José Mauro - Memoria,José Mauro,Memoria,Memoria,4t2NrnH3mQYy1T9sD7ySv4,https://p.scdn.co/mp3-preview/077988becfe73bd4a740541f7bf4fa751515d99f?cid=461b02dc885841c0a798981c336f46f0,Memoria, Anderson .Paak,117,61000,1,2,117 61000,No,Yes
202822," - Gilles Peterson, Anderson .Paak - Gilles Peterson Worldwide 117"," - Gilles Peterson, Anderson .Paak - Gilles Peterson Worldwide",Edu Lobo - Memorias De Marta Sare,Edu Lobo,Memorias De Marta Sare,Memórias De Marta Sare,57inOfVDCkzcTpaZfBEQsF,,Memorias De Marta Sare, Anderson .Paak,117,65316,1,2,117 65316,No,Yes
202826," - Gilles Peterson, Anderson .Paak - Gilles Peterson Worldwide 117"," - Gilles Peterson, Anderson .Paak - Gilles Peterson Worldwide",Pinduca - Pai Xango,Pinduca,Pai Xango,Pai Xangô,0H5xIquMmkvwmZW214RQoE,https://p.scdn.co/mp3-preview/ae9ad8d2123c579069024c47c3fa730877dc192c?cid=461b02dc885841c0a798981c336f46f0,Pai Xango, Anderson .Paak,117,4950,1,2,117 4950,No,Yes
202797," - Gilles Peterson, Anderson .Paak - Gilles Peterson Worldwide 117"," - Gilles Peterson, Anderson .Paak - Gilles Peterson Worldwide",Tess Henley - Same Girl,Tess Henley,Same Girl,Same Girl,7oKmQiRPMWLrhp1vhlmTRn,https://p.scdn.co/mp3-preview/98d56da79b542bf6c492b1e61600f0286529da12?cid=461b02dc885841c0a798981c336f46f0,Same Girl, Anderson .Paak,117,96815,1,2,117 96815,No,Yes
202830," - Gilles Peterson, Anderson .Paak - Gilles Peterson Worldwide 117"," - Gilles Peterson, Anderson .Paak - Gilles Peterson Worldwide",Hermeto Pascoal - Santo Antonio,Hermeto Pascoal,Santo Antonio,Santo Antônio,5p9l5FIE7Q2zuKdJOWpnt2,https://p.scdn.co/mp3-preview/b50a5ae0292f5dff0c861201caf2fbc15f4f4305?cid=461b02dc885841c0a798981c336f46f0,Santo Antonio, Anderson .Paak,117,71841,1,2,117 71841,No,Yes
202801," - Gilles Peterson, Anderson .Paak - Gilles Peterson Worldwide 117"," - Gilles Peterson, Anderson .Paak - Gilles Peterson Worldwide",Dadawah - Seventy Two Nations,Dadawah,Seventy Two Nations,Seventy Two Nations,5zLDUDwpiIGpyWImimXwHR,https://p.scdn.co/mp3-preview/a6a85bc4d8fcd104c634b95697a48d978b09bef4?cid=461b02dc885841c0a798981c336f46f0,Seventy Two Nations, Anderson .Paak,117,76177,1,2,117 76177,No,Yes
202812," - Gilles Peterson, Anderson .Paak - Gilles Peterson Worldwide 117"," - Gilles Peterson, Anderson .Paak - Gilles Peterson Worldwide",Midnight Hour - So Amazing (Instrumental),Midnight Hour,So Amazing (Instrumental),So Amazing - Instrumental,1rpylYWZhAbWei4313xNKP,https://p.scdn.co/mp3-preview/a6737ccb8ceb049b28e462adb57c4a7536457d69?cid=461b02dc885841c0a798981c336f46f0,So Amazing (Instrumental), Anderson .Paak,117,22184,1,3,117 22184,No,Yes
202793," - Gilles Peterson, Anderson .Paak - Gilles Peterson Worldwide 117"," - Gilles Peterson, Anderson .Paak - Gilles Peterson Worldwide",Radio Tarifa - Soledad,Radio Tarifa,Soledad,Soledad - 2019 - Remaster,0M8d3GZOTxXx57Lsru9nZT,https://p.scdn.co/mp3-preview/51d301c0cc04b99711bf2ee1f0816ed4f7866a89?cid=461b02dc885841c0a798981c336f46f0,Soledad, Anderson .Paak,117,7081,1,2,117 7081,No,Yes
202785," - Gilles Peterson, Anderson .Paak - Gilles Peterson Worldwide 117"," - Gilles Peterson, Anderson .Paak - Gilles Peterson Worldwide",Stereolab - The Flower Called Nowhere,Stereolab,The Flower Called Nowhere,The Flower Called Nowhere,0lo2m2KvTMXiCsXoJnkkMR,https://p.scdn.co/mp3-preview/e09710990a71917a72b1abfa50f832f1d1fb1f90?cid=461b02dc885841c0a798981c336f46f0,The Flower Called Nowhere, Anderson .Paak,117,6884,1,2,117 6884,No,Yes
202816," - Gilles Peterson, Anderson .Paak - Gilles Peterson Worldwide 117"," - Gilles Peterson, Anderson .Paak - Gilles Peterson Worldwide",MFSB - To Be In Love,MFSB,To Be In Love,To Be in Love,7xw34fdZGzMqz2gTbqeaoK,https://p.scdn.co/mp3-preview/2e46610bdb731ed79a2f2b3c3490d3afef29298b?cid=461b02dc885841c0a798981c336f46f0,To Be In Love, Anderson .Paak,117,98719,1,2,117 98719,No,Yes
202806," - Gilles Peterson, Anderson .Paak - Gilles Peterson Worldwide 117"," - Gilles Peterson, Anderson .Paak - Gilles Peterson Worldwide",The Miracles - We Had A Love So Strong,The Miracles,We Had A Love So Strong,We Had A Love So Strong,7CW0mbweFQfnmiOmThaM4t,,We Had A Love So Strong, Anderson .Paak,117,92392,1,2,117 92392,No,Yes
71894," - Anja Schneider, andhim - Dance Under The Blue Moon 118"," - Anja Schneider, andhim - Dance Under The Blue Moon", Nightmares On Wax - Scratch That!, Nightmares On Wax,Scratch That!,Scratch that!,3weozmeDqXb38A10rKnVWt,https://p.scdn.co/mp3-preview/ee0b4e804d193ff1057088118ff1876956bb1bfd?cid=461b02dc885841c0a798981c336f46f0,Scratch That!, andhim,118,49684,1,3,118 49684,No,Yes
71892," - Anja Schneider, andhim - Dance Under The Blue Moon 118"," - Anja Schneider, andhim - Dance Under The Blue Moon", Jurgen Paape - So Weit Wie Noch Nie, Jurgen Paape,So Weit Wie Noch Nie,So Weit Wie Noch Nie,7bZS37zs7WNnQ6me2ooOri,https://p.scdn.co/mp3-preview/40c7d09ff5385feeda4cc5fbddbe1ac2940db01e?cid=461b02dc885841c0a798981c336f46f0,So Weit Wie Noch Nie, andhim,118,92044,1,4,118 92044,No,Yes
71890," - Anja Schneider, andhim - Dance Under The Blue Moon 118"," - Anja Schneider, andhim - Dance Under The Blue Moon", andhim - Tosch, andhim,Tosch,Tosch - Radio Edit,4fcKiv19o3uql2R5vk5UTy,https://p.scdn.co/mp3-preview/e0c3445564c109dffac1204f722cc21357d0650a?cid=461b02dc885841c0a798981c336f46f0,Tosch, andhim,118,55308,1,2,118 55308,No,Yes
65218," - Moguai, Armand Van Helden, andhim - 1Live DJ Session 118"," - Moguai, Armand Van Helden, andhim - 1Live DJ Session", Armand Van Helden - A Track Called Jack, Armand Van Helden,A Track Called Jack,A Track Called Jack - Low Steppa Deep Vibe,7kd1Jhie1W857DOsblYAz3,https://p.scdn.co/mp3-preview/b35ff5b75328004f779bc1f66a39a8ff7b4021f8?cid=461b02dc885841c0a798981c336f46f0,A Track Called Jack, andhim,118,95391,1,3,118 95391,No,Yes
65254," - Moguai, Armand Van Helden, andhim - 1Live DJ Session 118"," - Moguai, Armand Van Helden, andhim - 1Live DJ Session", Duck Sauce - ANYway, Duck Sauce,ANYway,aNYway,6MgdKuIbf7t2fbIWqxCl4X,,ANYway, andhim,118,83541,1,3,118 83541,No,Yes
65260," - Moguai, Armand Van Helden, andhim - 1Live DJ Session 118"," - Moguai, Armand Van Helden, andhim - 1Live DJ Session", Lancelot - As It Were (Matt Karmil Remix), Lancelot,As It Were (Matt Karmil Remix),As It Were - Matt Karmil Remix,1h7kObeCvoMDe982fnNFDy,https://p.scdn.co/mp3-preview/91ea517ba833ecdd7831aec7f9a88a8d45d2c890?cid=461b02dc885841c0a798981c336f46f0,As It Were (Matt Karmil Remix), andhim,118,17909,1,3,118 17909,No,Yes
65230," - Moguai, Armand Van Helden, andhim - 1Live DJ Session 118"," - Moguai, Armand Van Helden, andhim - 1Live DJ Session", Cajmere - Brighter Days, Cajmere,Brighter Days,Brighter Days - Dajae- Underground Mix '93,09IT6ZbPsY5EioVEqeyq4j,https://p.scdn.co/mp3-preview/90de604cec51c750a43fe46b4c58b57e9d294d25?cid=461b02dc885841c0a798981c336f46f0,Brighter Days, andhim,118,1982,1,4,118 1982,No,Yes
65209," - Moguai, Armand Van Helden, andhim - 1Live DJ Session 118"," - Moguai, Armand Van Helden, andhim - 1Live DJ Session", Nimmo - Dancing Makes Us Brave (CamelPhat Remix), Nimmo,Dancing Makes Us Brave (CamelPhat Remix),Dancing Makes Us Brave - CamelPhat Remix,4ApBO201vOl7uUuw5W0DoM,https://p.scdn.co/mp3-preview/91c796c4ccd65f752e971dc711484090d9d4c45b?cid=461b02dc885841c0a798981c336f46f0,Dancing Makes Us Brave (CamelPhat Remix), andhim,118,53442,1,4,118 53442,No,Yes
65224," - Moguai, Armand Van Helden, andhim - 1Live DJ Session 118"," - Moguai, Armand Van Helden, andhim - 1Live DJ Session", Mousse T - Horny, Mousse T,Horny,Horny - Horny '98 Radio Edit,18hpe34wFdKjpl5nMZ5tvY,https://p.scdn.co/mp3-preview/a4cd9dbc0e0449b59247242301870ac13a82f03a?cid=461b02dc885841c0a798981c336f46f0,Horny, andhim,118,14618,1,4,118 14618,No,Yes
65277," - Moguai, Armand Van Helden, andhim - 1Live DJ Session 118"," - Moguai, Armand Van Helden, andhim - 1Live DJ Session", andhim - Horse Society, andhim,Horse Society,Horse Society,01KnDM0vFSMoXYWe1uVyDR,https://p.scdn.co/mp3-preview/a1c6fa6617254087ffd0c6ff5fb8f54e9bddbf5b?cid=461b02dc885841c0a798981c336f46f0,Horse Society, andhim,118,324,1,4,118 324,No,Yes
65257," - Moguai, Armand Van Helden, andhim - 1Live DJ Session 118"," - Moguai, Armand Van Helden, andhim - 1Live DJ Session", andhim - Mond, andhim,Mond,Mond,2W9UfyIlvuXLgkOF4qnAva,https://p.scdn.co/mp3-preview/48a0f62c93a075c6f34bd4a6a4bb6c4a8d76062a?cid=461b02dc885841c0a798981c336f46f0,Mond, andhim,118,36971,1,3,118 36971,No,Yes
65221," - Moguai, Armand Van Helden, andhim - 1Live DJ Session 118"," - Moguai, Armand Van Helden, andhim - 1Live DJ Session", Tori Amos - Professional Widow (Armand Van Helden Remix), Tori Amos,Professional Widow (Armand Van Helden Remix),Professional Widow - Armand's Star Trunk Funk Mix,2W8aK8RONYfEXW5H6BELfU,https://p.scdn.co/mp3-preview/12b5692f16ff160931e57bdd3638c7d7d6540356?cid=461b02dc885841c0a798981c336f46f0,Professional Widow (Armand Van Helden Remix), andhim,118,36953,1,3,118 36953,No,Yes
65236," - Moguai, Armand Van Helden, andhim - 1Live DJ Session 118"," - Moguai, Armand Van Helden, andhim - 1Live DJ Session", Armand Van Helden - Touch Your Toes, Armand Van Helden,Touch Your Toes,Touch Your Toes,0pETNjpzPG91kp84R9D2MR,https://p.scdn.co/mp3-preview/74159754a078dc64dc949d998bea3b568ccb8d82?cid=461b02dc885841c0a798981c336f46f0,Touch Your Toes, andhim,118,8421,1,4,118 8421,No,Yes
65248," - Moguai, Armand Van Helden, andhim - 1Live DJ Session 118"," - Moguai, Armand Van Helden, andhim - 1Live DJ Session", Black Legend - Trouble With Me, Black Legend,Trouble With Me,You See the Trouble with Me - We'll Be In Trouble Radio Edit,6ybxuYMCIKJMBfCIEWLTlc,https://p.scdn.co/mp3-preview/4ac8c9ab0cb7555820b0c35e0529a077072d3998?cid=461b02dc885841c0a798981c336f46f0,Trouble With Me, andhim,118,88419,1,4,118 88419,No,Yes
9615," - Moguai, Booka Shade, andhim - 1Live DJ Session 118"," - Moguai, Booka Shade, andhim - 1Live DJ Session",Chi Thanh - Be Water,Chi Thanh,Be Water,Be Water,48QyITTcqaS9ekFVhBM6KB,https://p.scdn.co/mp3-preview/be8f17e9bf945e8dac13bbe1dbb9ebc92b2d9829?cid=461b02dc885841c0a798981c336f46f0,Be Water, andhim,118,52928,1,3,118 52928,No,Yes
9612," - Moguai, Booka Shade, andhim - 1Live DJ Session 118"," - Moguai, Booka Shade, andhim - 1Live DJ Session",Tom Zanetti - Darlin,Tom Zanetti,Darlin,Darlin',5QBmJaX3G4bG1h2thkzEmP,https://p.scdn.co/mp3-preview/3f3970ce768453d4e8e95341dbc774c7c8b9d975?cid=461b02dc885841c0a798981c336f46f0,Darlin, andhim,118,72255,1,3,118 72255,No,Yes
9638," - Moguai, Booka Shade, andhim - 1Live DJ Session 118"," - Moguai, Booka Shade, andhim - 1Live DJ Session",Shaun J. Wright & Alinka - Face The Truth,Shaun J. Wright & Alinka,Face The Truth,Face The Truth - Audiojack Remix,5M2Kk5BnuwYqRX3ZNNKiUn,https://p.scdn.co/mp3-preview/79edb143a51ec53742998df44aeeb2bc5eac540e?cid=461b02dc885841c0a798981c336f46f0,Face The Truth, andhim,118,70566,1,3,118 70566,No,Yes
9641," - Moguai, Booka Shade, andhim - 1Live DJ Session 118"," - Moguai, Booka Shade, andhim - 1Live DJ Session",Catz 'N Dogz Feat. Eglė Sirvydytė - Good Touch (Matthew Herbert Remix),Catz 'N Dogz Feat. Eglė Sirvydytė,Good Touch (Matthew Herbert Remix),Good Touch feat. Egl? Sirvydyt? - Matthew Herbert Remix,6liwDoJmYjQ6eMSsV9BxQJ,https://p.scdn.co/mp3-preview/1b9dfed5616f68e1681bdd2d9c388ec3020b1909?cid=461b02dc885841c0a798981c336f46f0,Good Touch (Matthew Herbert Remix), andhim,118,83128,1,3,118 83128,No,Yes
9606," - Moguai, Booka Shade, andhim - 1Live DJ Session 118"," - Moguai, Booka Shade, andhim - 1Live DJ Session",Chi Thanh - Headhunter,Chi Thanh,Headhunter,Headhunter,4hixyduRlfSPH38Xs7pEfm,https://p.scdn.co/mp3-preview/696144d49b48ca1bc4306e9814b11a00b8ac2beb?cid=461b02dc885841c0a798981c336f46f0,Headhunter, andhim,118,56243,1,3,118 56243,No,Yes
9609," - Moguai, Booka Shade, andhim - 1Live DJ Session 118"," - Moguai, Booka Shade, andhim - 1Live DJ Session",Solardo - How I Work,Solardo,How I Work,How I Work,6DUZmSuqMMKBa2I641vxLj,https://p.scdn.co/mp3-preview/026436c95e4eb4e2ad9aff9c1e51df754c3d13b8?cid=461b02dc885841c0a798981c336f46f0,How I Work, andhim,118,79914,1,3,118 79914,No,Yes
9629," - Moguai, Booka Shade, andhim - 1Live DJ Session 118"," - Moguai, Booka Shade, andhim - 1Live DJ Session",Rodriguez Jr - Mistral,Rodriguez Jr,Mistral,Mistral,6WGHHXieJ6Fm07mdFJS3TF,https://p.scdn.co/mp3-preview/43edd2a67fc65a49816d8f3c2c9267ccb491bb15?cid=461b02dc885841c0a798981c336f46f0,Mistral, andhim,118,87642,1,3,118 87642,No,Yes
9632," - Moguai, Booka Shade, andhim - 1Live DJ Session 118"," - Moguai, Booka Shade, andhim - 1Live DJ Session",Stephan Bodzin - Sputnik (Dominik Eulberg Remix),Stephan Bodzin,Sputnik (Dominik Eulberg Remix),Sputnik - Dominik Eulberg Remix,72EHTHG3UMk9iBafzBmFcs,https://p.scdn.co/mp3-preview/bfdd37b19747b2dfd2d4ec0db9546afed79516be?cid=461b02dc885841c0a798981c336f46f0,Sputnik (Dominik Eulberg Remix), andhim,118,89606,1,3,118 89606,No,Yes
9589," - Moguai, Booka Shade, andhim - 1Live DJ Session 118"," - Moguai, Booka Shade, andhim - 1Live DJ Session",Michael Woods - Take My Love,Michael Woods,Take My Love,Take My Love,3oqfuvUm0U2vStqZBcjMNY,https://p.scdn.co/mp3-preview/da8b20880cea384854bf13bdcf4a8a267a20ec34?cid=461b02dc885841c0a798981c336f46f0,Take My Love, andhim,118,46560,1,3,118 46560,No,Yes
133031," - Moguai, David Guetta, andhim - 1LIVE DJ Session 118"," - Moguai, David Guetta, andhim - 1LIVE DJ Session", Charlie Puth - Attention (David Guetta Remix), Charlie Puth,Attention (David Guetta Remix),Attention - David Guetta Remix,7ksmqYjUIkT7OFvvhw7Q7s,https://p.scdn.co/mp3-preview/af009407297febefe2ac05aab5318bfbcdf17141?cid=461b02dc885841c0a798981c336f46f0,Attention (David Guetta Remix), andhim,118,95583,1,3,118 95583,No,Yes
133028," - Moguai, David Guetta, andhim - 1LIVE DJ Session 118"," - Moguai, David Guetta, andhim - 1LIVE DJ Session", David Guetta & Afrojack Feat. Charli XCX & French Montana - Dirty Sexy Money, David Guetta & Afrojack Feat. Charli XCX & French Montana,Dirty Sexy Money,Dirty Sexy Money (feat. Charli XCX & French Montana),0tPQPaOKM32WgMSbPCYyRH,https://p.scdn.co/mp3-preview/bda2fb2f4cb418834e14175c3c74764e7b97b92b?cid=461b02dc885841c0a798981c336f46f0,Dirty Sexy Money, andhim,118,10268,1,4,118 10268,No,Yes
133037," - Moguai, David Guetta, andhim - 1LIVE DJ Session 118"," - Moguai, David Guetta, andhim - 1LIVE DJ Session", Souldynamic - Excedo [Excedo - XCD001], Souldynamic,Excedo [Excedo,Excedo,6WFzstyMclcDChQW9GWt3M,https://p.scdn.co/mp3-preview/43c6df91a858e8a1fd87136ba512fe6c3a16c4fe?cid=461b02dc885841c0a798981c336f46f0,Excedo [Excedo, andhim,118,87639,1,3,118 87639,No,Yes
133034," - Moguai, David Guetta, andhim - 1LIVE DJ Session 118"," - Moguai, David Guetta, andhim - 1LIVE DJ Session", Compuphonic - Mango Figaro [Anjunadeep - ANJDEE315BD], Compuphonic,Mango Figaro [Anjunadeep,Mango Figaro,0ZclSgfs7czY20p1KFMkPe,https://p.scdn.co/mp3-preview/6e7b6605136b942b7a804a1880e21d32007f9cd5?cid=461b02dc885841c0a798981c336f46f0,Mango Figaro [Anjunadeep, andhim,118,12514,1,3,118 12514,No,Yes
164622," - Moguai, Dynoro, andhim - 1LIVE DJ Session 118"," - Moguai, Dynoro, andhim - 1LIVE DJ Session", Coma - Lora (Robag's Fandara Qualv NB) [Kompakt - 333], Coma,Lora (Robag's Fandara Qualv NB) [Kompakt,Lora - Robag’s Fandara Qualv NB Mix,4RmvLw23w4U248MNa00wg6,https://p.scdn.co/mp3-preview/8b4682934dd6953d2f8be11976023c24e55c91aa?cid=461b02dc885841c0a798981c336f46f0,Lora (Robag's Fandara Qualv NB) [Kompakt, andhim,118,60384,1,4,118 60384,No,Yes
141005," - Moguai, Gorgon City, andhim - 1LIVE DJ Session 118"," - Moguai, Gorgon City, andhim - 1LIVE DJ Session", Who Made Who - Goodbye To All I Know (Eagles & Butterflies Remix), Who Made Who,Goodbye To All I Know (Eagles & Butterflies Remix),Goodbye to All I Know - Eagles & Butterflies Remix,4dkfECOk4LJ7P88R16Jdeu,https://p.scdn.co/mp3-preview/7c049cecd753072bdfefc6779d0af13d0f7efe45?cid=461b02dc885841c0a798981c336f46f0,Goodbye To All I Know (Eagles & Butterflies Remix), andhim,118,54608,1,4,118 54608,No,Yes
141002," - Moguai, Gorgon City, andhim - 1LIVE DJ Session 118"," - Moguai, Gorgon City, andhim - 1LIVE DJ Session", Ricky Castelli - U Can Feel It [Nervous - NER24319], Ricky Castelli,U Can Feel It [Nervous,U Can Feel It,611iRIU2DbpGcPRok2RJ8J,https://p.scdn.co/mp3-preview/756def33834450e03ac229f01a422f02ef45e9f4?cid=461b02dc885841c0a798981c336f46f0,U Can Feel It [Nervous, andhim,118,76552,1,3,118 76552,No,Yes
50926," - Moguai, Hardwell, andhim - 1Live DJ Session 118"," - Moguai, Hardwell, andhim - 1Live DJ Session", Olly James & R3spawn - Alarm, Olly James & R3spawn,Alarm,Alarm - Mix Cut,5yehRm8A6tQPwlsAHlvT0N,https://p.scdn.co/mp3-preview/8faac3d8b43e242f6209d85fc923313a34e83a2d?cid=461b02dc885841c0a798981c336f46f0,Alarm, andhim,118,75635,1,4,118 75635,No,Yes
50929," - Moguai, Hardwell, andhim - 1Live DJ Session 118"," - Moguai, Hardwell, andhim - 1Live DJ Session", PitchBack - Cosmic Dark, PitchBack,Cosmic Dark,Cosmic Dark,5lLiVVtap1z4PoeWe6mNMG,https://p.scdn.co/mp3-preview/a974b841c849348e80d40bc63df5c9bc857401de?cid=461b02dc885841c0a798981c336f46f0,Cosmic Dark, andhim,118,70379,1,3,118 70379,No,Yes
50944," - Moguai, Hardwell, andhim - 1Live DJ Session 118"," - Moguai, Hardwell, andhim - 1Live DJ Session", Several Definitions - Everyday, Several Definitions,Everyday,Everyday,5R40EJLWk7W5IUqYW6SrO7,https://p.scdn.co/mp3-preview/143fd8ff5e24facb5fc6294979dc2a9049fc9e58?cid=461b02dc885841c0a798981c336f46f0,Everyday, andhim,118,72628,1,3,118 72628,No,Yes
50892," - Moguai, Hardwell, andhim - 1Live DJ Session 118"," - Moguai, Hardwell, andhim - 1Live DJ Session", Moby - GO (Hardwell Remix), Moby,GO (Hardwell Remix),Go - Hardwell Remix Edit,5NO9aZMowQwEWq6gJBWRHp,https://p.scdn.co/mp3-preview/fcf3ea30adff9b4d0016c1be66dc96fdb055536a?cid=461b02dc885841c0a798981c336f46f0,GO (Hardwell Remix), andhim,118,71220,1,4,118 71220,No,Yes
50947," - Moguai, Hardwell, andhim - 1Live DJ Session 118"," - Moguai, Hardwell, andhim - 1Live DJ Session", David Mayer - Helios, David Mayer,Helios,Helios - Original Mix,5rr0Ppq65aIsXJelLBIOiT,https://p.scdn.co/mp3-preview/5e8bf43b45f74494b9ad9be4339d7825928da68c?cid=461b02dc885841c0a798981c336f46f0,Helios, andhim,118,72910,1,3,118 72910,No,Yes
50895," - Moguai, Hardwell, andhim - 1Live DJ Session 118"," - Moguai, Hardwell, andhim - 1Live DJ Session", Kill The Buzz & Harrison - Once Upon A Time, Kill The Buzz & Harrison,Once Upon A Time,Once Upon A Time - Mix Cut,0v5y43ZQvVeFrVz4jKUgDL,https://p.scdn.co/mp3-preview/d378c6a9a0ba854764084a2b90fd31bd47cff5a8?cid=461b02dc885841c0a798981c336f46f0,Once Upon A Time, andhim,118,10841,1,3,118 10841,No,Yes
50920," - Moguai, Hardwell, andhim - 1Live DJ Session 118"," - Moguai, Hardwell, andhim - 1Live DJ Session", Tom & Jame - Rise, Tom & Jame,Rise,Rise (Like A Thousand Suns),4IAoqoQkevY9Wd4yXdJgXk,https://p.scdn.co/mp3-preview/f590a2416924f73928d7daa7ad9cf3b310cfea98?cid=461b02dc885841c0a798981c336f46f0,Rise, andhim,118,56531,1,3,118 56531,No,Yes
50889," - Moguai, Hardwell, andhim - 1Live DJ Session 118"," - Moguai, Hardwell, andhim - 1Live DJ Session", Jay Hardway - Somnia, Jay Hardway,Somnia,Somnia,5pmpN7RtQBBBqxramwHcPB,https://p.scdn.co/mp3-preview/e32c4eeca77990e35834e5c9b178350567832e8d?cid=461b02dc885841c0a798981c336f46f0,Somnia, andhim,118,72006,1,3,118 72006,No,Yes
50941," - Moguai, Hardwell, andhim - 1Live DJ Session 118"," - Moguai, Hardwell, andhim - 1Live DJ Session", Hardwell - Wake Up Call, Hardwell,Wake Up Call,Wake Up Call,5aNt0z5djvwsPflqoEXd7c,https://p.scdn.co/mp3-preview/ef4939d8c7355f94ce8a976acf732b846ba9b6b8?cid=461b02dc885841c0a798981c336f46f0,Wake Up Call, andhim,118,66046,1,3,118 66046,No,Yes
50914," - Moguai, Hardwell, andhim - 1Live DJ Session 118"," - Moguai, Hardwell, andhim - 1Live DJ Session", TJR - We Wanna Party, TJR,We Wanna Party,We Wanna Party (feat. Savage),7ugGMMutTrQFvkoN4NL8Be,https://p.scdn.co/mp3-preview/9c822d84d228f98f638684a4d93b3dc214710dcc?cid=461b02dc885841c0a798981c336f46f0,We Wanna Party, andhim,118,97990,1,3,118 97990,No,Yes
156378," - Moguai, Loud Luxury, andhim - 1LIVE DJ Session 118"," - Moguai, Loud Luxury, andhim - 1LIVE DJ Session", Massimo Lippoli - Dougne Te Soye [Go Deeva Classy - GDC004], Massimo Lippoli,Dougne Te Soye [Go Deeva Classy,Dougne Te Soye - David Morales Red Zone Dub Mix,0QgOAj9tG0QFDMrkTEvdPb,https://p.scdn.co/mp3-preview/dff96cef150aabde066039bfc9e764f08023288a?cid=461b02dc885841c0a798981c336f46f0,Dougne Te Soye [Go Deeva Classy, andhim,118,8889,1,4,118 8889,No,Yes
156388," - Moguai, Loud Luxury, andhim - 1LIVE DJ Session 118"," - Moguai, Loud Luxury, andhim - 1LIVE DJ Session",Krystal Klear - Neutron Dance (Gerd Janson Birkenstock Remix),Krystal Klear,Neutron Dance (Gerd Janson Birkenstock Remix),"Neutron Dance - Gerd Janson Birkenstock Remix, Edit",2GHGMK8wAxpWmISsXFDumq,https://p.scdn.co/mp3-preview/a2124a78b7c91a1a590ecd567a12e5e015810b10?cid=461b02dc885841c0a798981c336f46f0,Neutron Dance (Gerd Janson Birkenstock Remix), andhim,118,30519,1,3,118 30519,No,Yes
